FileName,Sequence number,Primal emotion,Primal emotion value,Calmness value,Anger value,Joy value,Sadness value,Energy Point,Time,Starting time of the talk,End time of the talk,Channel,Status,Text time,Text,0-20%,20-40%,40-60%,60-80%,80-100%,first10secs,first30secs,last10secs,last30secs,shortResponse,Interval1,Interval2,Overlap1,Overlap2,Volume1,Volume2,Volume3,Pause1,Pause2,Pause3,TalkLength,Speed1,Speed2,Speed3,Speed4,Speed5,Speed6,Pitch1,Pitch2,Pitch3,Pitch4,cs
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,70,2,10,4,10,9,1,2,2023/01/09/12:50:05,00:02:18.0,00:02:20.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8,5.4,4.1,0,0,5,2,5.9,9.5,0,1,0,7,1.4,3.1,5.4,6.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,71,3,9,1,2,9,1,15,2023/01/09/12:50:05,00:02:20.0,00:02:22.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.9,8.7,0,0,0,5,2,10,4.3,5,1.5,0.7,6,1.3,6.8,3.4,3.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,72,2,10,1,10,9,1,7,2023/01/09/12:50:05,00:02:22.0,00:02:24.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,8.6,10,0,0,5,2,8.6,4.4,5,1.5,0.7,6,1.3,3.3,5.3,6.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,73,3,9,1,2,9,1,14,2023/01/09/12:50:05,00:02:24.0,00:02:26.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4,7.7,0,0,0,5,2,9.2,5.7,0.1,1,0,5,1.4,6.7,1.7,3.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,74,3,9,2,2,9,1,-20,2023/01/09/12:50:05,00:02:26.0,00:02:28.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6,2.4,5,0,0,5,2,4.5,5.9,2,2,0.6,5,1.4,0.6,5.1,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,75,2,10,1,10,9,1,12,2023/01/09/12:50:05,00:02:28.0,00:02:30.0,1,OK,-,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8,8.8,0,0,0,5,2,6.3,6.9,4.5,1.5,1.4,6,8.3,5,3,4.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,76,3,9,4,2,9,1,1,2023/01/09/12:50:05,00:02:30.0,00:02:32.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,3.4,5.2,0,0,5,2,6,6.6,2.4,2,1.2,5,1.1,4.7,5.9,5.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,77,1,4,4,2,2,1,-5,2023/01/09/12:50:05,00:02:32.0,00:02:34.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.9,5,6.8,0,0,5,2,3.1,5.3,5,1,0,5,1,1.7,5.1,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,78,2,10,1,10,9,1,11,2023/01/09/12:50:05,00:02:34.0,00:02:36.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8,8.5,10,0,0,5,2,10,0,5,1,0,5,5.3,4.7,6.8,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,79,3,9,1,2,9,1,10,2023/01/09/12:50:05,00:02:36.0,00:02:38.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,7.2,0.1,0,0,5,2,2.5,6.6,3.4,0,0,0,0.8,5,4.1,4.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,80,2,10,2,10,2,1,-2,2023/01/09/12:50:05,00:02:38.0,00:02:40.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,2.9,5.1,0,0,5,2,6.1,4.6,7.2,1.5,0.7,6,1.1,4.2,5.3,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,81,3,9,2,2,9,1,-20,2023/01/09/12:50:05,00:02:40.0,00:02:42.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,2.2,5.1,0,0,5,2,5.4,4.8,4.3,2,0.6,5,1.2,0.6,5,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,82,2,10,4,10,9,1,6,2023/01/09/12:50:05,00:02:42.0,00:02:44.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.2,7.4,7.3,0,0,5,2,8.2,5.6,3,1,0,5,6.7,3.4,6.2,6.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,83,2,10,1,10,9,1,11,2023/01/09/12:50:05,00:02:44.0,00:02:46.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,8.4,0,0,0,5,2,10,1.8,5,1.5,1.4,6,6.5,4.9,3.6,4.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,84,2,10,4,10,9,1,10,2023/01/09/12:50:05,00:02:46.0,00:02:48.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.2,6.5,5.3,0,0,5,2,5.3,5.9,8.4,0,0,0,8.6,5.8,5.1,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,85,2,10,1,10,9,1,10,2023/01/09/12:50:05,00:02:48.0,00:02:50.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,6.8,2.5,0,0,5,2,4.3,5.8,5,1,0,5,8.6,5.6,3.9,5.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,86,2,10,4,10,9,1,10,2023/01/09/12:50:05,00:02:50.0,00:02:52.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,6.8,2,0,0,5,2,7,5.5,5,1,0,5,1.6,5.2,3.6,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,87,3,9,2,2,9,1,-20,2023/01/09/12:50:05,00:02:52.0,00:02:54.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,2.2,5,0,0,5,2,7.1,8,0,1.5,1.4,6,1.5,0.3,5,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,88,3,9,2,2,9,1,-5,2023/01/09/12:50:05,00:02:54.0,00:02:56.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,2.3,4.9,0,0,5,2,4.2,5.8,2.3,2,0.6,5,1.2,3.6,4.5,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,89,2,10,2,10,9,1,-11,2023/01/09/12:50:05,00:02:56.0,00:02:58.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5,2.4,5,0,0,5,2,7.9,4.1,1.7,1.5,0,6,1.3,2,5.2,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,90,1,2,2,2,1,1,-20,2023/01/09/12:50:05,00:02:58.0,00:03:00.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,2.1,4.8,0,0,5,2,5.4,5.1,6.5,2,0,5,1,0.2,5,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,91,1,2,2,2,1,1,-12,2023/01/09/12:50:05,00:03:00.0,00:03:02.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,2.2,4.9,0,0,5,2,7.9,5.2,3.7,1.5,1.4,6,1.1,1.8,4.9,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,92,1,2,2,2,1,1,-18,2023/01/09/12:50:05,00:03:02.0,00:03:04.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.4,2.1,5.1,0,0,5,2,4.7,6.5,4.7,1.5,1.4,10,1,1,5.1,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,93,1,4,4,2,2,1,0,2023/01/09/12:50:05,00:03:04.0,00:03:06.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,5,5.6,0,0,5,2,8.1,5.1,8.7,0.5,0,6,1.3,2.8,4.6,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,94,2,10,4,10,9,1,10,2023/01/09/12:50:05,00:03:06.0,00:03:08.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5.8,2.9,0,0,5,2,8.3,4.6,5,1.5,0.7,10,5.7,6.2,5.4,4.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,95,2,10,4,10,2,1,7,2023/01/09/12:50:05,00:03:08.0,00:03:10.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8,4.7,2.8,0,0,5,2,7.1,4.5,5,1.5,0,8,0.9,6.1,3.7,4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,96,2,10,1,10,9,1,11,2023/01/09/12:50:05,00:03:10.0,00:03:12.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,8.6,10,0,0,5,2,10,0,5,1,0,7,5.1,4.6,6,8.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,97,2,10,1,10,9,1,14,2023/01/09/12:50:05,00:03:12.0,00:03:14.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,7.5,0,0,0,5,2,6.8,5.9,5,0.5,0,6,8.5,7,4.6,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,98,3,9,4,2,9,1,2,2023/01/09/12:50:05,00:03:14.0,00:03:16.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,3.6,4.8,0,0,5,2,3.5,7.3,2.7,2,0,7,1.1,4.9,4.8,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,99,3,9,1,2,9,1,13,2023/01/09/12:50:05,00:03:16.0,00:03:18.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4,8,10,0,0,5,2,3.4,7.2,5,0.5,0,6,1,5.9,7.9,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,100,2,10,1,10,9,1,14,2023/01/09/12:50:05,00:03:18.0,00:03:20.0,1,OK,-,-,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8,8.4,0,0,0,5,2,1.7,0,5,1,0,5,5.3,6.2,5.4,4.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,101,2,10,1,10,9,1,8,2023/01/09/12:50:05,00:03:20.0,00:03:22.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.5,7.8,7.4,0,0,5,2,7.2,6.9,2.9,0.5,0,6,1.4,4.1,5.8,6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,102,2,10,1,10,9,1,11,2023/01/09/12:50:05,00:03:22.0,00:03:24.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,8.4,0,0,0,5,2,8.9,6.3,0.1,1,0,7,8.4,5,3.7,4.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,103,2,10,1,10,9,1,10,2023/01/09/12:50:05,00:03:24.0,00:03:26.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,9,10,0,0,5,2,4,6.9,5,1,0,7,1,4.1,6.7,7.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,104,2,10,4,10,9,1,6,2023/01/09/12:50:05,00:03:26.0,00:03:28.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.2,6.1,3,0,0,5,2,1.7,6.1,6.1,0.5,0,6,8.4,4.3,4.1,6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,105,2,10,1,10,9,1,11,2023/01/09/12:50:05,00:03:28.0,00:03:30.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7,9.1,7.3,0,0,5,2,5.8,6,5.9,1.5,0,6,1.1,4.5,5.9,5.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,106,2,10,1,10,9,1,14,2023/01/09/12:50:05,00:03:30.0,00:03:32.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8,8.4,10,0,0,5,2,1,7.1,5.7,1.5,0,6,9.1,6.4,6.9,6.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,107,2,10,1,10,9,1,13,2023/01/09/12:50:05,00:03:32.0,00:03:34.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,8,9.9,0,0,5,2,4.5,4.9,5,1,0,7,1.1,6.1,6,4.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,108,2,10,1,10,9,1,12,2023/01/09/12:50:05,00:03:34.0,00:03:36.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,8.4,0.9,0,0,5,2,8.2,6.1,5,0.5,0,6,8.1,5.1,5.3,4.9,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,109,2,10,1,10,9,1,13,2023/01/09/12:50:05,00:03:36.0,00:03:38.0,1,OK,-,-,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6,7.5,4.4,0,0,5,2,3.2,6.1,5,0,0,0,9.1,6.3,3.2,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,110,2,10,1,10,9,1,10,2023/01/09/12:50:05,00:03:38.0,00:03:40.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.6,7.7,0.5,0,0,5,2,4.9,7.3,3.9,1,0,5,8.9,4.9,4.2,4.8,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,111,3,9,4,2,9,1,2,2023/01/09/12:50:05,00:03:40.0,00:03:42.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,5.7,5.2,0,0,5,2,7.9,5.1,4,1,0,5,1.3,3.1,5.3,5.5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,112,2,10,4,10,9,1,-1,2023/01/09/12:50:05,00:03:42.0,00:03:44.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,5.9,8.1,0,0,5,2,7.6,4.9,5,1,0,5,1.1,2.2,5.8,5.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,113,2,10,4,10,9,1,9,2023/01/09/12:50:05,00:03:44.0,00:03:46.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.3,7,2.7,0,0,5,2,7.6,4.4,7.3,0.5,0,6,7.5,4.7,5,3.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,114,1,2,2,2,2,1,-20,2023/01/09/12:50:05,00:03:46.0,00:03:48.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.5,2.3,5.1,0,0,5,2,6.5,5.4,6.3,2,0,5,1.1,0.6,5.1,5.2,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,115,2,10,2,10,1,1,-19,2023/01/09/12:50:05,00:03:48.0,00:03:50.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.6,2.5,5,0,0,5,2,10,5.1,4.7,1.5,0,10,1.4,0.7,5.1,5.3,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,116,1,2,2,2,1,1,-17,2023/01/09/12:50:05,00:03:50.0,00:03:52.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.6,2.4,5.2,0,0,5,2,7.8,4.2,8.7,2,0,5,0.9,0.9,5.1,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,117,1,4,4,2,2,1,-3,2023/01/09/12:50:05,00:03:52.0,00:03:54.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.7,3.5,5.6,0,0,5,2,5.4,5.5,6.9,2,0,5,1.1,2.9,5.3,6.1,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,118,2,10,4,10,9,1,-3,2023/01/09/12:50:05,00:03:54.0,00:03:56.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.7,4,4,0,0,5,2,3.6,5.1,4.1,1,0,5,1.6,2.6,5.1,4.7,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,119,2,10,1,10,9,1,13,2023/01/09/12:50:05,00:03:56.0,00:03:58.0,1,OK,-,-,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.9,7.3,0,0,0,5,2,5.4,5.3,5.5,1,0,5,7.5,6.7,3,3.6,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,120,3,9,1,2,9,1,9,2023/01/09/12:50:05,00:03:58.0,00:04:00.0,1,OK,-,-,0,0,0,0,1,0,0,1,1,0,0,0,0,0,7.6,7.1,2.7,0,0,5,2,6.3,5.1,6.4,0.5,0,10,1.1,4.9,5.5,5.4,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,121,2,10,4,10,9,1,6,2023/01/09/12:50:05,00:04:00.0,00:04:02.0,1,OK,-,-,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.9,6.7,1.5,0,0,5,2,0,0,5,1,0,10,1.1,3.9,5,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,122,3,9,1,0,9,4,-20,2023/01/09/12:50:05,00:04:02.0,00:04:04.0,1,OK,-,-,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,0,5,2,7.9,3.9,4.3,1,0,10,0,0,5,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,123,4,10,2,1,2,10,-20,2023/01/09/12:50:05,00:04:04.0,00:04:06.0,1,OK,-,-,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,0,5,2,2.9,5.9,5.9,0.5,0,10,0,0,5,5,0
C:\Repo1\script approach-39 (aisin scream investigation)\scream on bus\A Woman Freaks Out On The Bus.wav,124,4,10,2,1,2,10,-20,2023/01/09/12:50:05,00:04:06.0,00:04:08.0,1,OK,-,-,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,0,0,5,2,5.7,5.5,6.3,0.5,0,6,0,0,5,5,0
