FileName,Sequence number,Primal emotion,Primal emotion value,Calmness value,Anger value,Joy value,Sadness value,Energy Point,Time,Starting time of the talk,End time of the talk,Channel,Status
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,51,2,10,2,10,10,1,20,2022/12/28/14:05:29,00:02:19.6,00:02:22.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,52,2,10,2,10,7,1,20,2022/12/28/14:05:29,00:02:23.0,00:02:23.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,53,3,7,2,1,7,4,19,2022/12/28/14:05:29,00:02:24.3,00:02:25.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,54,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:02:26.3,00:02:30.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,55,3,10,2,3,10,0,20,2022/12/28/14:05:29,00:02:32.3,00:02:32.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,56,3,7,2,3,7,1,20,2022/12/28/14:05:29,00:02:33.9,00:02:34.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,57,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:02:34.6,00:02:35.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,58,3,7,2,3,7,1,20,2022/12/28/14:05:29,00:02:35.6,00:02:36.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,59,2,10,2,10,7,1,20,2022/12/28/14:05:29,00:02:37.3,00:02:41.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,60,3,10,1,2,10,9,20,2022/12/28/14:05:29,00:02:42.3,00:02:42.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,61,3,10,2,3,10,0,20,2022/12/28/14:05:29,00:02:43.8,00:02:45.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,62,3,7,2,1,7,3,7,2022/12/28/14:05:29,00:02:46.1,00:02:46.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,63,3,7,0,2,7,2,20,2022/12/28/14:05:29,00:02:47.5,00:02:50.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,64,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:02:51.4,00:02:52.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,65,3,10,2,2,10,0,20,2022/12/28/14:05:29,00:02:52.9,00:02:53.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,66,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:02:54.4,00:02:54.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,67,3,10,2,2,10,2,20,2022/12/28/14:05:29,00:02:55.6,00:02:58.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,68,1,2,2,1,2,2,20,2022/12/28/14:05:29,00:02:59.5,00:03:00.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,69,3,10,2,7,10,1,20,2022/12/28/14:05:29,00:03:02.7,00:03:05.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,70,3,10,9,1,10,4,20,2022/12/28/14:05:29,00:03:06.5,00:03:07.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,71,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:03:07.4,00:03:08.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,72,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:03:09.6,00:03:10.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,73,2,10,2,10,7,0,20,2022/12/28/14:05:29,00:03:11.7,00:03:13.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,74,2,10,2,10,7,1,20,2022/12/28/14:05:29,00:03:15.4,00:03:16.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,75,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:03:16.4,00:03:17.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,76,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:03:17.4,00:03:18.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,77,3,10,4,2,10,4,20,2022/12/28/14:05:29,00:03:19.2,00:03:20.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,78,3,10,0,1,10,2,20,2022/12/28/14:05:29,00:03:21.5,00:03:23.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,79,3,10,2,2,10,1,20,2022/12/28/14:05:29,00:03:24.3,00:03:25.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,80,1,10,10,1,10,4,20,2022/12/28/14:05:29,00:03:26.2,00:03:26.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,81,3,7,2,3,7,1,20,2022/12/28/14:05:29,00:03:28.4,00:03:29.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,82,3,7,2,2,7,3,-20,2022/12/28/14:05:29,00:03:30.1,00:03:30.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,83,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:03:30.7,00:03:35.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,84,3,10,7,2,10,4,20,2022/12/28/14:05:29,00:03:38.5,00:03:41.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,85,3,10,2,2,10,2,20,2022/12/28/14:05:29,00:03:42.0,00:03:44.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,86,3,10,2,2,10,9,18,2022/12/28/14:05:29,00:03:44.8,00:03:46.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,87,2,10,0,10,7,1,20,2022/12/28/14:05:29,00:03:46.4,00:03:46.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,88,3,7,4,1,7,3,20,2022/12/28/14:05:29,00:03:48.1,00:03:48.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,89,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:03:48.9,00:03:49.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,90,3,10,4,2,10,2,20,2022/12/28/14:05:29,00:03:50.9,00:03:52.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,91,3,7,2,2,7,4,20,2022/12/28/14:05:29,00:03:52.7,00:03:57.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,92,3,10,4,2,10,2,20,2022/12/28/14:05:29,00:03:59.5,00:04:00.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,93,3,10,2,1,10,2,20,2022/12/28/14:05:29,00:04:01.5,00:04:02.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,94,3,10,2,2,10,2,20,2022/12/28/14:05:29,00:04:03.4,00:04:05.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,95,3,7,2,1,7,0,20,2022/12/28/14:05:29,00:04:05.9,00:04:07.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,96,4,10,2,1,7,10,-20,2022/12/28/14:05:29,00:04:11.1,00:04:11.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,97,2,10,2,10,10,1,20,2022/12/28/14:05:29,00:04:13.6,00:04:15.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,98,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:04:16.3,00:04:18.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,99,3,10,2,2,10,2,20,2022/12/28/14:05:29,00:04:21.2,00:04:21.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,100,3,10,2,2,10,0,20,2022/12/28/14:05:29,00:04:24.6,00:04:25.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,101,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:04:25.8,00:04:26.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,102,3,7,2,2,7,2,20,2022/12/28/14:05:29,00:04:26.9,00:04:27.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,103,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:04:28.0,00:04:29.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,104,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:04:29.9,00:04:30.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,105,3,10,2,1,10,2,20,2022/12/28/14:05:29,00:04:31.3,00:04:31.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,106,2,3,2,3,2,1,20,2022/12/28/14:05:29,00:04:34.8,00:04:37.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,107,2,10,2,10,10,1,20,2022/12/28/14:05:29,00:04:39.9,00:04:46.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,108,3,7,2,1,7,4,20,2022/12/28/14:05:29,00:04:46.8,00:04:47.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,109,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:04:47.8,00:04:49.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,110,2,10,2,10,7,1,20,2022/12/28/14:05:29,00:04:50.3,00:04:51.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,111,3,10,2,1,10,2,20,2022/12/28/14:05:29,00:04:52.7,00:04:53.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,112,3,10,2,3,10,0,20,2022/12/28/14:05:29,00:04:54.1,00:04:56.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,113,2,7,2,7,7,2,20,2022/12/28/14:05:29,00:04:59.0,00:05:01.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,114,3,7,2,1,7,4,20,2022/12/28/14:05:29,00:05:03.3,00:05:03.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,115,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:05:05.7,00:05:07.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,116,3,10,2,1,10,4,18,2022/12/28/14:05:29,00:05:08.3,00:05:08.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,117,3,7,2,1,7,4,-6,2022/12/28/14:05:29,00:05:09.7,00:05:10.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,118,3,7,2,1,7,4,17,2022/12/28/14:05:29,00:05:10.3,00:05:10.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,119,3,10,0,2,10,9,20,2022/12/28/14:05:29,00:05:12.0,00:05:13.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,120,3,10,2,1,10,4,0,2022/12/28/14:05:29,00:05:14.6,00:05:15.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,121,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:05:18.5,00:05:19.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,122,3,10,2,2,10,4,18,2022/12/28/14:05:29,00:05:21.8,00:05:23.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,123,3,10,0,2,10,9,20,2022/12/28/14:05:29,00:05:23.9,00:05:24.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,124,3,10,2,2,10,4,18,2022/12/28/14:05:29,00:05:24.9,00:05:25.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,125,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:05:27.3,00:05:27.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,126,3,7,4,2,7,4,20,2022/12/28/14:05:29,00:05:29.5,00:05:31.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,127,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:05:34.6,00:05:36.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,128,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:05:38.7,00:05:40.2,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,129,3,7,2,1,7,2,19,2022/12/28/14:05:29,00:05:41.6,00:05:42.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,130,3,7,2,1,7,0,20,2022/12/28/14:05:29,00:05:42.7,00:05:43.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,131,1,2,2,2,2,2,20,2022/12/28/14:05:29,00:05:47.5,00:05:50.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,132,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:05:50.5,00:05:51.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,133,3,7,0,2,7,3,20,2022/12/28/14:05:29,00:05:52.3,00:05:52.7,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,134,3,10,4,1,10,4,20,2022/12/28/14:05:29,00:05:53.1,00:05:54.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,135,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:05:54.6,00:05:55.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,136,2,10,2,10,2,1,20,2022/12/28/14:05:29,00:05:57.2,00:05:59.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,137,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:06:01.6,00:06:02.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,138,3,7,4,1,7,3,14,2022/12/28/14:05:29,00:06:04.8,00:06:05.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,139,3,10,4,2,10,9,20,2022/12/28/14:05:29,00:06:06.5,00:06:07.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,140,3,10,2,2,10,2,20,2022/12/28/14:05:29,00:06:09.1,00:06:09.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,141,3,7,4,2,7,4,20,2022/12/28/14:05:29,00:06:10.3,00:06:13.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,142,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:06:14.3,00:06:16.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,143,3,10,2,1,10,2,20,2022/12/28/14:05:29,00:06:17.4,00:06:18.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,144,3,10,1,1,10,3,6,2022/12/28/14:05:29,00:06:18.8,00:06:19.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,145,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:06:21.7,00:06:22.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,146,2,7,2,7,7,2,20,2022/12/28/14:05:29,00:06:22.8,00:06:26.5,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,147,2,10,2,10,10,0,20,2022/12/28/14:05:29,00:06:27.5,00:06:29.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,148,3,7,2,2,7,4,11,2022/12/28/14:05:29,00:06:31.3,00:06:33.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,149,3,7,2,2,7,4,20,2022/12/28/14:05:29,00:06:35.4,00:06:37.6,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,150,3,7,2,2,7,4,20,2022/12/28/14:05:29,00:06:38.1,00:06:38.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,151,3,10,0,7,10,1,20,2022/12/28/14:05:29,00:06:39.1,00:06:41.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,152,3,7,2,1,7,4,15,2022/12/28/14:05:29,00:06:42.0,00:06:42.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,153,3,7,2,1,7,4,20,2022/12/28/14:05:29,00:06:42.9,00:06:43.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,154,3,7,2,3,7,0,20,2022/12/28/14:05:29,00:06:44.8,00:06:46.0,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,155,3,7,2,3,7,1,20,2022/12/28/14:05:29,00:06:47.4,00:06:48.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,156,2,10,2,10,7,1,20,2022/12/28/14:05:29,00:06:50.1,00:06:51.8,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,157,3,7,1,2,7,3,-2,2022/12/28/14:05:29,00:06:53.1,00:06:53.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,158,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:06:55.8,00:06:56.3,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,159,3,10,2,1,10,2,20,2022/12/28/14:05:29,00:06:58.3,00:06:58.9,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,160,3,7,2,2,7,1,20,2022/12/28/14:05:29,00:06:59.7,00:07:00.1,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,161,3,7,2,1,7,2,20,2022/12/28/14:05:29,00:07:00.9,00:07:01.4,2,OK
C:\Users\timot\Music\EVGB-input-converted\0988_wav_channel2.wav,162,3,7,2,1,7,4,20,2022/12/28/14:05:29,00:07:03.1,00:07:04.7,2,OK
