FileName,Sequence number,Primal emotion,Primal emotion value,Calmness value,Anger value,Joy value,Sadness value,Energy Point,Time,Starting time of the talk,End time of the talk,Channel,Status
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,29,3,10,2,1,10,9,12,2022/12/28/14:05:29,00:01:35.0,00:01:36.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,30,3,7,4,1,7,4,14,2022/12/28/14:05:29,00:01:37.2,00:01:39.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,31,3,7,2,2,7,4,19,2022/12/28/14:05:29,00:01:42.0,00:01:50.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,32,3,10,2,1,10,4,15,2022/12/28/14:05:29,00:01:52.2,00:01:54.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,33,3,10,2,2,10,4,16,2022/12/28/14:05:29,00:01:54.6,00:01:59.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,34,4,10,1,1,2,10,-5,2022/12/28/14:05:29,00:01:59.4,00:01:59.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,35,3,10,2,1,10,4,14,2022/12/28/14:05:29,00:02:00.8,00:02:01.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,36,3,10,2,1,10,4,17,2022/12/28/14:05:29,00:02:02.0,00:02:03.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,37,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:02:04.2,00:02:05.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,38,3,7,0,1,7,3,-4,2022/12/28/14:05:29,00:02:07.0,00:02:07.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,39,3,7,2,2,7,3,-20,2022/12/28/14:05:29,00:02:08.5,00:02:08.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,40,3,10,2,1,10,4,16,2022/12/28/14:05:29,00:02:09.7,00:02:10.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,41,3,7,4,1,7,4,4,2022/12/28/14:05:29,00:02:10.6,00:02:11.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,42,3,7,4,2,7,4,20,2022/12/28/14:05:29,00:02:12.3,00:02:16.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,43,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:02:16.8,00:02:18.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,44,3,7,2,2,7,4,11,2022/12/28/14:05:29,00:02:19.0,00:02:19.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,45,3,7,2,2,7,4,19,2022/12/28/14:05:29,00:02:20.8,00:02:22.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,46,3,10,2,2,10,4,16,2022/12/28/14:05:29,00:02:24.0,00:02:26.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,47,3,10,4,2,10,4,20,2022/12/28/14:05:29,00:02:26.9,00:02:31.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,48,3,10,2,1,10,4,14,2022/12/28/14:05:29,00:02:32.3,00:02:34.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,49,3,7,2,2,7,4,20,2022/12/28/14:05:29,00:02:34.8,00:02:37.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,50,3,10,2,1,10,4,18,2022/12/28/14:05:29,00:02:38.5,00:02:39.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,51,3,10,0,1,10,9,9,2022/12/28/14:05:29,00:02:40.9,00:02:41.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,52,4,10,1,1,2,10,-12,2022/12/28/14:05:29,00:02:42.4,00:02:42.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,53,3,7,2,1,7,3,10,2022/12/28/14:05:29,00:02:44.0,00:02:44.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,54,3,10,1,1,10,9,6,2022/12/28/14:05:29,00:02:45.5,00:02:46.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,55,3,10,1,1,10,9,-9,2022/12/28/14:05:29,00:02:46.9,00:02:47.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,56,3,10,2,2,10,4,13,2022/12/28/14:05:29,00:02:48.3,00:02:50.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,57,3,10,2,1,10,9,-10,2022/12/28/14:05:29,00:02:52.2,00:02:52.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,58,3,7,2,2,7,4,20,2022/12/28/14:05:29,00:02:53.2,00:02:55.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,59,3,10,4,1,10,10,-8,2022/12/28/14:05:29,00:02:55.6,00:02:56.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,60,3,7,4,2,7,4,13,2022/12/28/14:05:29,00:02:57.1,00:03:03.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,61,3,10,2,2,10,4,18,2022/12/28/14:05:29,00:03:03.5,00:03:08.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,62,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:03:08.8,00:03:12.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,63,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:03:13.8,00:03:15.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,64,3,7,2,2,7,4,16,2022/12/28/14:05:29,00:03:15.7,00:03:16.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,65,3,10,2,1,10,4,16,2022/12/28/14:05:29,00:03:16.7,00:03:18.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,66,3,10,2,2,10,4,18,2022/12/28/14:05:29,00:03:18.8,00:03:21.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,67,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:03:21.9,00:03:25.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,68,3,7,2,1,7,4,17,2022/12/28/14:05:29,00:03:25.8,00:03:27.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,69,3,10,2,2,10,4,18,2022/12/28/14:05:29,00:03:27.8,00:03:30.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,70,3,7,2,2,7,4,15,2022/12/28/14:05:29,00:03:31.2,00:03:33.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,71,3,10,2,1,10,4,20,2022/12/28/14:05:29,00:03:34.0,00:03:35.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,72,3,7,2,1,7,4,1,2022/12/28/14:05:29,00:03:36.3,00:03:36.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,73,3,7,2,2,7,4,16,2022/12/28/14:05:29,00:03:37.0,00:03:38.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,74,3,7,0,1,7,3,-6,2022/12/28/14:05:29,00:03:39.0,00:03:39.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,75,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:03:39.8,00:03:49.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,76,3,7,2,1,7,4,16,2022/12/28/14:05:29,00:03:50.2,00:03:51.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,77,4,4,2,1,2,4,6,2022/12/28/14:05:29,00:03:52.0,00:03:52.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,78,4,9,2,1,7,9,20,2022/12/28/14:05:29,00:03:52.7,00:03:53.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,79,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:03:54.5,00:03:56.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,80,3,7,2,1,7,3,16,2022/12/28/14:05:29,00:03:57.3,00:03:58.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,81,3,10,2,2,10,4,19,2022/12/28/14:05:29,00:03:59.2,00:04:02.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,82,4,10,1,1,7,10,2,2022/12/28/14:05:29,00:04:05.1,00:04:05.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,83,3,7,4,2,7,4,20,2022/12/28/14:05:29,00:04:07.3,00:04:09.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,84,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:04:11.4,00:04:14.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,85,3,10,2,1,10,4,13,2022/12/28/14:05:29,00:04:15.1,00:04:16.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,86,3,10,4,1,10,9,20,2022/12/28/14:05:29,00:04:16.4,00:04:18.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,87,4,9,0,1,7,9,6,2022/12/28/14:05:29,00:04:19.7,00:04:20.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,88,4,10,0,1,7,10,5,2022/12/28/14:05:29,00:04:23.8,00:04:25.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,89,4,10,2,1,7,10,5,2022/12/28/14:05:29,00:04:27.6,00:04:27.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,90,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:04:28.5,00:04:30.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,91,4,10,0,1,7,10,-19,2022/12/28/14:05:29,00:04:32.6,00:04:33.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,92,4,10,4,1,7,10,6,2022/12/28/14:05:29,00:04:34.1,00:04:34.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,93,3,10,4,1,10,4,14,2022/12/28/14:05:29,00:04:35.3,00:04:36.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,94,3,10,4,1,10,4,7,2022/12/28/14:05:29,00:04:40.3,00:04:42.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,95,3,10,2,2,10,4,11,2022/12/28/14:05:29,00:04:43.0,00:04:43.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,96,3,7,2,2,7,4,12,2022/12/28/14:05:29,00:04:43.9,00:04:44.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,97,3,10,1,1,10,3,20,2022/12/28/14:05:29,00:04:44.8,00:04:46.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,98,3,10,2,1,10,4,17,2022/12/28/14:05:29,00:04:47.2,00:04:48.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,99,3,7,4,1,7,3,-20,2022/12/28/14:05:29,00:04:48.8,00:04:49.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,100,3,7,2,1,7,4,15,2022/12/28/14:05:29,00:04:49.6,00:04:51.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,101,3,10,2,1,10,4,11,2022/12/28/14:05:29,00:04:51.9,00:04:52.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,102,3,10,4,1,10,4,5,2022/12/28/14:05:29,00:04:54.5,00:04:55.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,103,3,7,0,1,7,3,-10,2022/12/28/14:05:29,00:04:56.4,00:04:56.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,104,3,10,2,1,10,10,18,2022/12/28/14:05:29,00:04:58.6,00:04:59.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,105,4,10,1,1,2,10,6,2022/12/28/14:05:29,00:05:00.9,00:05:01.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,106,4,3,2,1,2,3,0,2022/12/28/14:05:29,00:05:01.9,00:05:02.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,107,3,10,2,1,10,3,7,2022/12/28/14:05:29,00:05:04.0,00:05:05.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,108,4,10,2,1,7,10,-20,2022/12/28/14:05:29,00:05:08.1,00:05:08.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,109,1,4,4,1,2,3,-4,2022/12/28/14:05:29,00:05:14.2,00:05:14.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,110,4,10,1,1,2,10,3,2022/12/28/14:05:29,00:05:16.8,00:05:17.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,111,3,7,0,1,7,3,12,2022/12/28/14:05:29,00:05:25.4,00:05:27.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,112,3,10,2,1,10,4,9,2022/12/28/14:05:29,00:05:34.0,00:05:35.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,113,3,10,4,2,10,4,17,2022/12/28/14:05:29,00:05:35.6,00:05:37.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,114,3,10,2,1,10,4,7,2022/12/28/14:05:29,00:05:42.0,00:05:42.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,115,3,7,4,1,7,4,14,2022/12/28/14:05:29,00:05:44.9,00:05:46.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,116,3,7,2,1,7,4,1,2022/12/28/14:05:29,00:05:51.9,00:05:52.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,117,3,7,2,2,7,4,13,2022/12/28/14:05:29,00:05:52.8,00:05:55.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,118,3,7,2,1,7,4,17,2022/12/28/14:05:29,00:05:56.1,00:05:56.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,119,4,9,0,1,7,9,-19,2022/12/28/14:05:29,00:05:57.5,00:05:58.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,120,3,10,2,2,10,4,16,2022/12/28/14:05:29,00:05:58.3,00:05:59.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,121,3,10,4,2,10,4,13,2022/12/28/14:05:29,00:06:01.2,00:06:04.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,122,3,7,1,1,7,3,15,2022/12/28/14:05:29,00:06:06.5,00:06:06.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,123,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:06:07.9,00:06:14.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,124,3,7,0,1,7,3,-5,2022/12/28/14:05:29,00:06:15.4,00:06:15.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,125,3,10,1,1,10,10,3,2022/12/28/14:05:29,00:06:16.6,00:06:18.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,126,3,10,2,2,10,4,16,2022/12/28/14:05:29,00:06:20.3,00:06:23.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,127,3,7,2,1,7,3,14,2022/12/28/14:05:29,00:06:23.5,00:06:23.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,128,3,10,4,1,10,10,6,2022/12/28/14:05:29,00:06:26.2,00:06:26.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,129,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:06:29.0,00:06:31.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,130,3,10,4,1,10,10,6,2022/12/28/14:05:29,00:06:33.6,00:06:35.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,131,3,7,1,1,7,3,-4,2022/12/28/14:05:29,00:06:36.1,00:06:36.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,132,4,9,0,1,2,9,-2,2022/12/28/14:05:29,00:06:37.1,00:06:37.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,133,3,7,2,1,7,3,20,2022/12/28/14:05:29,00:06:41.0,00:06:41.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,134,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:06:43.4,00:06:45.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,135,3,10,2,2,10,4,15,2022/12/28/14:05:29,00:06:46.1,00:06:48.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,136,3,10,4,2,10,4,18,2022/12/28/14:05:29,00:06:50.4,00:06:53.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,137,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:06:53.6,00:06:56.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,138,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:06:59.1,00:07:01.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,139,3,7,2,1,7,4,4,2022/12/28/14:05:29,00:07:02.8,00:07:03.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,140,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:07:03.9,00:07:13.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,141,3,7,2,2,7,4,17,2022/12/28/14:05:29,00:07:15.2,00:07:18.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,142,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:07:19.4,00:07:22.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,143,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:07:23.1,00:07:30.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,144,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:07:30.6,00:07:33.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,145,4,10,0,1,7,10,8,2022/12/28/14:05:29,00:07:33.8,00:07:34.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,146,4,9,0,2,7,9,13,2022/12/28/14:05:29,00:07:35.9,00:07:36.6,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,147,4,10,2,1,7,10,11,2022/12/28/14:05:29,00:07:38.2,00:07:38.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,148,3,10,1,1,10,3,11,2022/12/28/14:05:29,00:07:41.4,00:07:42.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,149,3,10,2,1,10,4,17,2022/12/28/14:05:29,00:07:43.8,00:07:45.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,150,3,10,2,2,10,4,20,2022/12/28/14:05:29,00:07:46.2,00:07:46.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,151,3,10,2,1,10,4,7,2022/12/28/14:05:29,00:07:48.8,00:07:50.9,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,152,3,10,2,1,10,4,18,2022/12/28/14:05:29,00:07:51.6,00:07:53.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,153,3,7,2,2,7,4,17,2022/12/28/14:05:29,00:07:53.6,00:07:56.0,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,154,3,7,2,1,7,4,16,2022/12/28/14:05:29,00:07:56.5,00:07:57.4,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,155,1,4,4,1,2,4,12,2022/12/28/14:05:29,00:07:57.7,00:07:58.1,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,156,3,10,4,2,10,4,11,2022/12/28/14:05:29,00:07:58.4,00:08:00.7,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,157,3,10,4,1,10,4,15,2022/12/28/14:05:29,00:08:01.2,00:08:03.3,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,158,3,10,4,2,10,4,20,2022/12/28/14:05:29,00:08:03.9,00:08:06.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,159,3,10,2,2,10,4,15,2022/12/28/14:05:29,00:08:06.9,00:08:11.8,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,160,3,7,2,1,7,4,10,2022/12/28/14:05:29,00:08:12.2,00:08:13.2,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,161,3,10,2,2,10,4,17,2022/12/28/14:05:29,00:08:14.0,00:08:17.5,1,OK
C:\Users\timot\Music\EVGB-input-converted\1005_wav_channel1.wav,162,3,7,4,1,7,3,8,2022/12/28/14:05:29,00:08:17.9,00:08:18.9,1,OK
